City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
498,Siuna,NI,84.63,overcast clouds,13.7332,-84.7773,hotel los chinitos
499,Dire Dawa,ET,75.49,light rain,9.5931,41.8661,Samrat Hotel
500,Selenginsk,RU,63.01,overcast clouds,52.0064,106.8647,Selenga
505,Energeticheskiy,KZ,75.76,few clouds,43.4278,77.0222,Gomoradiatsionnaya Elektrostantsiya
507,Boz,FR,72.39,overcast clouds,46.4071,4.9109,Le Jardin De La Reyssouze
508,Nanae,JP,66.79,overcast clouds,41.8833,140.6833,とみや旅館
509,Hammerfest,NO,63.05,clear sky,70.6634,23.6821,Skytterhuset
510,Laizhou,CN,73.62,heavy intensity rain,37.1717,119.9214,GreenTree Inn Yantai Laizhou South Road Unicom Building Express Hotel
511,Kawalu,ID,72.19,overcast clouds,-7.3817,108.2082,West Jontor
512,Namwala,ZM,62.42,few clouds,-15.7504,26.4384,Corner Point Lodge
513,Yantal,RU,60.98,light rain,56.8471,105.2542,
514,Springdale,US,83.5,clear sky,36.1867,-94.1288,Springdale Inn
516,Eydhafushi,MV,82.92,broken clouds,5.1033,73.0708,Soneva Fushi
517,Sayyan,YE,69.42,overcast clouds,15.1718,44.3244,ملاطف ابوحورية
518,Lingyuan,CN,72.03,overcast clouds,41.24,119.4011,Guomao Hotel
519,Meulaboh,ID,76.71,light rain,4.1363,96.1285,Kost Pria
521,Mishelevka,RU,63.66,scattered clouds,52.8575,103.1719,База отдыха Белая
522,College,US,71.2,smoke,64.8569,-147.8028,Pike's Waterfront Lodge
523,Tukums,LV,83.55,clear sky,56.9669,23.1553,Tukuma Ledus Halle
524,Mawlaik,MM,78.71,light rain,23.6333,94.4167,AKZ Guest House
525,Novopokrovka,UA,71.56,overcast clouds,49.8425,36.5477,Пудж дом
527,Sumbe,AO,71.01,few clouds,-11.2061,13.8437,Hotel Ritz Sumbe
528,Sanming,CN,76.03,overcast clouds,26.2486,117.6186,Sanming Huangting Lijing Hotel
529,Manta,EC,74.98,overcast clouds,-0.95,-80.7333,Balandra Hotel
530,Tangzhai,CN,80.15,overcast clouds,34.4328,116.5911,Huilong Business Hotel
531,Kabare,CD,60.8,light rain,-2.4683,28.8242,Hôtel Panorama
532,Birin,NP,64.44,overcast clouds,26.8865,88.0718,Sangam hotel and lodge
533,Joshimath,IN,73.51,overcast clouds,30.5667,79.5667,Shivalik Camps & Resort
534,Xalpatlahuac,MX,74.57,broken clouds,17.4667,-98.6167,Hotel Villareal
535,Ukiah,US,86.94,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
536,Kilinochchi,LK,81.14,overcast clouds,9.3961,80.3982,Solaivanam Guest House
537,Pitimbu,BR,84.79,scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
539,Jaque,PA,80.89,overcast clouds,7.5175,-78.1703,Aventuras Jaque S.A
540,Ahuimanu,US,74.91,light rain,21.4447,-157.8378,Paradise Bay Resort
541,Mount Isa,AU,64.17,overcast clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
545,Porbandar,IN,84.72,overcast clouds,21.6422,69.6093,Lords Inn Porbandar
548,Katsuura,JP,74.86,clear sky,35.1333,140.3,Katsuura Hotel Mikazuki
551,Lugovoy,KZ,79.0,few clouds,42.9472,72.7644,Ж.Д Вокзал Луговая
552,Nouadhibou,MR,76.98,sand,20.931,-17.0347,El Medina
553,Llano Largo,PA,86.47,overcast clouds,7.9,-80.4333,Paradise Resort Hotel
555,Tukrah,LY,84.4,clear sky,32.5341,20.5791,Lagrota restaurant
558,Anito,PH,79.09,overcast clouds,12.4497,125.2886,El Felix Cottages
559,Barcelos,PT,67.91,few clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
560,Ranong,TH,79.65,moderate rain,9.9658,98.6348,Numsai Khaosuay Resort Ranong
561,Trofors,NO,80.11,broken clouds,65.5333,13.4063,Utpå Neset AS
562,Farafangana,MG,67.57,moderate rain,-22.8167,47.8333,Miarina
566,Salalah,OM,84.29,broken clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
567,Altay,CN,71.55,scattered clouds,47.8667,88.1167,Jinqiao Hotel
571,Jablah,SY,79.09,few clouds,35.3614,35.9256,بستان صالح
574,Lazurne,UA,74.3,overcast clouds,46.084,32.5295,New Manna Hostel
575,Coolum Beach,AU,61.11,overcast clouds,-26.5333,153.1,Coolum Beach Resort
576,Wajima,JP,72.57,broken clouds,37.4,136.9,Wajiima Onsen Yashio
577,Buenaventura,CO,80.87,broken clouds,3.8801,-77.0312,Hotel Victoria
578,Tecoanapa,MX,85.42,broken clouds,16.5167,-98.75,Hotel Manglares
579,Meadow Lake,US,63.84,overcast clouds,34.8014,-106.5436,TumbleWeed RV Park
580,Tanggu,CN,76.96,overcast clouds,39.0211,117.6469,Ibis Tianjin Tanggu Hotel
581,Camacha,PT,67.42,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
582,Gisors,FR,71.67,overcast clouds,49.2818,1.7801,Hôtel Moderne
584,Katsuyama,JP,80.96,few clouds,36.0617,136.501,Pension UPO
585,Trairi,BR,84.69,few clouds,-3.2778,-39.2689,janelas do mar
586,El Tocuyo,VE,86.72,overcast clouds,9.7873,-69.7937,HOTEL BOUTIQUE SANTO DOMINGO
587,Sept-Iles,CA,67.05,scattered clouds,50.2001,-66.3821,Comfort Inn
588,Kamenka,RU,65.3,clear sky,51.3223,42.7678,
589,San Quintin,MX,75.56,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
593,Huarmey,PE,67.6,broken clouds,-10.0681,-78.1522,Hotel Miramar
596,Wuda,CN,71.71,few clouds,39.4994,106.7117,Grape Sightseeing Garden
597,Port Keats,AU,76.68,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
598,Humaita,BR,88.74,broken clouds,-7.5061,-63.0208,Corrêa Hotel
599,Eureka,US,63.79,few clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
600,Namtsy,RU,65.53,overcast clouds,62.7161,129.6658,"""Эңсиэли Киин"""
602,Morant Bay,JM,88.72,few clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
604,Port-Gentil,GA,75.16,few clouds,-0.7193,8.7815,Fengshui Residence
606,Marsh Harbour,BS,81.36,few clouds,26.5412,-77.0636,Abaco Beach Resort
607,Roebourne,AU,69.4,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
608,The Valley,AI,87.66,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
610,Cristalina,BR,77.63,broken clouds,-16.7686,-47.6136,HOTEL TOPAZIO
613,Richards Bay,ZA,61.41,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
614,Yellandu,IN,79.9,overcast clouds,17.6,80.3333,Varalaxmi
615,Miyang,CN,66.04,overcast clouds,24.4042,103.4428,Huibinlou Hotel
616,Praia Da Vitoria,PT,71.85,light intensity shower rain,38.7333,-27.0667,Hotel Branco I
617,Kyrnasivka,UA,68.09,broken clouds,48.5955,28.979,
618,Moose Factory,CA,64.4,mist,51.2585,-80.6094,Cree Village Eco Lodge
620,Turukhansk,RU,61.02,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
621,Pedasi,PA,87.06,overcast clouds,7.5333,-80.0333,Hotel Casa de Campo Pedasí
622,Unai,BR,84.31,broken clouds,-16.3575,-46.9061,Hotel Regente
623,Kahului,US,76.84,few clouds,20.8947,-156.47,Maui Seaside Hotel
624,Capesterre-Belle-Eau,GP,87.17,overcast clouds,16.0432,-61.566,Gîte de Carangue Belle
626,Todos Santos,MX,76.44,overcast clouds,23.45,-110.2167,Hotel California Todos Santos
629,Bourail,NC,67.98,broken clouds,-21.5667,165.4833,Motel Allamanda
630,Nabire,ID,74.88,heavy intensity rain,-3.3667,135.4833,Hotel Nusantara I
631,Kilindoni,TZ,77.7,broken clouds,-7.9139,39.6668,Bustani B&B
632,Cabra,ES,83.66,clear sky,37.4725,-4.4421,MS Fuente Las Piedras
633,Hoi An,VN,78.76,scattered clouds,15.8794,108.335,Belle Maison Hadana Hoi An managed by H&K Hospitality
634,Thunder Bay,CA,60.78,overcast clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
635,Livingston,GB,63.14,scattered clouds,55.9029,-3.5226,Mercure Livingston Hotel
636,Marfino,RU,84.45,clear sky,55.7028,37.3822,Nemchinovka-Park
637,Gannan,CN,67.77,scattered clouds,47.9147,123.5031,Gannan Supply and Marketing Cooperatives Hostel
639,Belmonte,BR,77.81,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
642,Coruripe,BR,78.31,scattered clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
643,Lingen,DE,72.23,overcast clouds,52.5167,7.3167,Parkhotel Lingen
644,Bambanglipuro,ID,76.73,overcast clouds,-7.95,110.2833,Puri Brata
646,Trondheim,NO,79.99,broken clouds,63.4305,10.3951,Comfort Hotel Trondheim
647,Dombarovskiy,RU,62.37,clear sky,50.7587,59.5386,
649,Mormugao,IN,81.34,overcast clouds,15.4,73.8,Coconut Creek Resort
650,Gladstone,AU,62.78,overcast clouds,-23.85,151.25,Highpoint International Hotel
651,Brasilia,BR,79.63,clear sky,-15.7797,-47.9297,Sia Park Executive Hotel - Uma empresa Brasal
652,Nyurba,RU,61.68,overcast clouds,63.2842,118.3319,"Гостиница ""Comfort"""
654,Santo Amaro Da Imperatriz,BR,66.65,overcast clouds,-27.6881,-48.7786,BBS Comércio de Produtos Agropecuários.
655,Kimbe,PG,75.85,overcast clouds,-5.5502,150.1429,Kimbe Bay Hotel
656,Waingapu,ID,77.97,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
657,Muros,ES,61.09,few clouds,42.7762,-9.0603,Apartment Av. Castelao
658,Pacific Grove,US,66.81,overcast clouds,36.6177,-121.9166,Lovers Point Inn
659,Merauke,ID,78.19,broken clouds,-8.4667,140.3333,
660,Surt,LY,84.92,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
661,Sinnamary,GF,82.13,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
663,Kuna,US,80.08,clear sky,43.4918,-116.4201,Winfield Springs
664,Vaitape,PF,80.42,scattered clouds,-16.5167,-151.75,Conrad Bora Bora Nui
668,Benito Juarez,MX,66.99,broken clouds,19.385,-99.165,Hotel Beverly
669,Deolali,IN,75.65,scattered clouds,19.95,73.8333,Quality Inn Regency
670,Svirstroy,RU,74.14,clear sky,60.7999,33.7248,Guest House Naberezhnaya 9
671,San Felipe,VE,83.62,overcast clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
672,Mareeba,AU,69.44,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
675,Paita,PE,69.15,few clouds,-5.0892,-81.1144,Hotel Náutico de Paita
676,Salima,MW,69.6,clear sky,-13.7804,34.4587,YAMIKANI LODGE
677,Asfi,MA,70.88,clear sky,32.2994,-9.2372,Hôtel Abda
679,Quatre Cocos,MU,69.91,few clouds,-20.2078,57.7625,Sunrise Attitude Hotel
680,Bhainsdehi,IN,77.95,moderate rain,21.6467,77.6325,Prince Rathore HOME
682,Havre-Saint-Pierre,CA,71.96,clear sky,50.2334,-63.5986,Auberge Niapiskau
683,Angoram,PG,72.95,overcast clouds,-4.0625,144.0661,
684,Smolensk,RU,76.12,scattered clouds,55.0,33.0,
685,Sulangan,PH,83.43,light rain,11.1373,123.7228,Maia's Beach Resort
686,Rawah,IQ,88.41,clear sky,34.4816,41.9093,بيت سميع
689,Ponta Delgada,PT,70.52,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
691,Madimba,TZ,75.65,scattered clouds,-10.4,40.3333,
692,Quang Ngai,VN,77.52,scattered clouds,15.1167,108.8,Central Hotel
693,Mingyue,CN,61.41,clear sky,43.1069,128.9217,安图土地大厦
694,Bandarban,BD,83.91,overcast clouds,22.1965,92.2262,"Hilltop, Hafazgona, Bandarban"
696,Miranda,CO,81.64,broken clouds,3.2499,-76.2281,unidiversidad organica la utopia
697,Musoma,TZ,72.61,overcast clouds,-1.5,33.8,New Peninsula Hotel
698,Aksu,CN,84.88,clear sky,41.1231,80.2644,Pudong Holiday Hotel
699,Sarahan,IN,67.59,broken clouds,31.5167,77.8,Hotel Monal
700,Solms,DE,82.35,broken clouds,50.7667,9.6,Landgasthof & Hotel Jossatal
703,Puerto Del Rosario,ES,73.15,broken clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
705,Igarka,RU,60.19,light rain,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
706,Mpongwe,ZM,63.59,few clouds,-13.5091,28.155,Casablanca guest house and bar
708,Shestakovo,RU,61.0,light rain,56.4915,103.96,
709,Iracoubo,GF,83.1,broken clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
711,Vathi,GR,87.75,clear sky,38.4,23.6,Δεσποτικό στο άλσος Δραμεσίου
712,Xucheng,CN,81.41,clear sky,20.35,110.1288,Haixing Hotel
715,Havelock,US,88.05,broken clouds,34.8791,-76.9013,Sherwood Motel
716,Powell River,CA,74.34,few clouds,49.8496,-124.5361,Rodmay Hotel
717,Along,IN,73.24,overcast clouds,28.1667,94.7667,Hotel West
